player_name,country,tour,events_played,wins,x_wins,x_wins_majors,rounds_played,shotlink_played,putt_true,arg_true,app_true,ott_true,t2g_true,total_true
"Scheffler, Scottie",United States,PGA,13,5,4.134,0.946,51,48,0.223030833,0.627405625,1.660354375,1.039139792,3.326899792,3.437621373
"Schauffele, Xander",United States,PGA,13,1,2.238,0.792,51,47,0.746495532,0.399198511,0.934941277,0.845017447,2.179157234,2.762041961
"McIlroy, Rory",Northern Ireland,PGA,14,3,1.353,0.002,55,54,0.396931296,0.199509259,0.662602963,1.009476667,1.871588889,2.231402909
"Aberg, Ludvig",Sweden,PGA,12,0,0.469,0.349,45,43,0.450569767,0.031022791,0.767862093,0.715894884,1.514779767,1.983805333
"Morikawa, Collin",United States,PGA,13,0,0.971,0.062,47,45,0.168188889,0.469741333,0.592330222,0.674507333,1.736578889,1.908632128
"Oosthuizen, Louis",South Africa,LIV,11,2,0.265,0,34,0,-9999,-9999,-9999,-9999,-9999,1.845208824
"Niemann, Joaquin",Chile,LIV,14,3,0.635,0,48,12,-0.4461625,0.398105,1.18941,0.543101667,2.130616667,1.813306667
"DeChambeau, Bryson",United States,LIV,10,0,0.004,0.622,32,8,0.80164125,0.3794025,0.88282875,1.711105,2.97333625,1.7561325
"Rahm, Jon",Spain,LIV,10,0,0.037,0,28,6,-0.60439,0.540176667,0.21669,0.019908333,0.776775,1.658018571
"Matsuyama, Hideki",Japan,PGA,12,1,1.29,0,47,45,-0.121459556,0.760238222,0.630746444,0.359747333,1.750732,1.554861489
"Thomas, Justin",United States,PGA,12,0,0.155,0.004,41,38,-0.329621053,0.539661053,0.906141842,0.367411842,1.813214737,1.543866585
"Theegala, Sahith",United States,PGA,15,0,0.534,0.002,55,53,0.555128679,-0.135992642,0.586826981,0.616850377,1.067684717,1.541278909
"Bezuidenhout, Christiaan",South Africa,PGA,19,0,0.451,0,69,49,0.778261429,0.225591837,0.618324082,-0.040456939,0.80345898,1.514654203
"Noren, Alex",Sweden,PGA,14,0,0.011,0.002,53,46,0.287479565,0.40945587,0.419839565,0.276441087,1.105736522,1.41912
"Fleetwood, Tommy",England,PGA,14,1,0.211,0.04,53,52,0.303147885,0.481511731,0.259582115,0.356342885,1.097436731,1.416179434
"Henley, Russell",United States,PGA,13,0,0.118,0,49,48,0.417589583,0.390643958,0.501398333,0.162803125,1.054845417,1.410895306
"Clark, Wyndham",United States,PGA,13,1,2.022,0,43,40,0.2821835,0.100344,0.42072775,0.6848845,1.20595625,1.405758372
"Burns, Sam",United States,PGA,14,0,0.384,0,49,46,0.361900217,0.101986304,0.324287391,0.442975,0.869248696,1.399077959
"Burmester, Dean",South Africa,LIV,13,3,0.262,0.002,44,4,0.013735,0.7159825,1.30087,0.521605,2.5384575,1.373538636
"An, Byeong Hun",South Korea,0,15,0,0.677,0,55,54,0.062035556,0.111678704,0.514837778,0.656730556,1.283247037,1.324951455
"Hatton, Tyrrell",England,LIV,13,0,0.008,0.001,44,20,0.196862,0.3913675,0.257652,0.460294,1.1093135,1.320906591
"Conners, Corey",0,0,15,0,0.04,0,59,58,-0.198487241,-0.056913448,1.096863621,0.474213966,1.514164138,1.314175254
"Gooch, Talor",United States,LIV,9,0,0.01,0,28,4,1.322835,-0.8614175,0.33477,-0.243995,-0.7706425,1.293042143
"Kim, Si Woo",South Korea,PGA,16,0,0.37,0,61,58,-0.398516034,0.32835,0.692686552,0.625471207,1.646507759,1.287466557
"Horschel, Billy",0,0,14,1,0.389,0.004,49,41,0.767691463,0.16970439,0.042478049,0.297599512,0.509781951,1.264970816
"Hovland, Viktor",0,0,9,0,0.001,0.224,33,32,0.2382025,-0.448900625,0.683195625,0.719692188,0.953987188,1.223549697
"Day, Jason",United States,PGA,14,0,0.088,0,51,47,0.665592553,0.465270638,-0.122738936,0.263461915,0.605993617,1.21359
"Hoge, Tom",United States,PGA,17,0,0.035,0,65,61,0.296589344,-0.187750492,1.108047869,0.089124426,1.009421803,1.19685
"Homa, Max",0,0,14,0,0.016,0.04,51,49,0.232752041,0.383975306,0.588345714,0.079820612,1.052141633,1.188693333
"Clanton, Luke",0,0,10,3,0.013,0,31,0,-9999,-9999,-9999,-9999,-9999,1.173280323
"Finau, Tony",0,PGA,15,0,0.045,0.001,57,53,-0.305970566,0.220139434,0.855825849,0.421061698,1.497026981,1.166394561
"McCarthy, Denny",United States,PGA,15,0,1.026,0,55,54,0.976202593,0.275410741,0.129785185,-0.233539074,0.171656852,1.153480364
"Casey, Paul",England,PGA,9,0,0.004,0,28,0,-9999,-9999,-9999,-9999,-9999,1.150162143
"Fitzpatrick, Matt",0,0,14,0,0.67,0,47,46,0.55117587,0.137295217,0.104991522,0.299673261,0.54196,1.143432128
"Koepka, Brooks",0,0,10,1,0.086,0,32,8,0.60296625,-0.2510225,0.00356625,0.6694675,0.42201125,1.1311325
"Ortiz, Carlos",0,0,10,2,0.267,0,32,0,-9999,-9999,-9999,-9999,-9999,1.124495
"Straka, Sepp",0,0,14,0,0.1,0,45,43,0.093849535,0.020670465,0.541966512,0.541945581,1.104582558,1.117640222
"Cantlay, Patrick",0,0,12,0,0.191,0,45,41,0.069290732,0.293521707,0.190087317,0.247336341,0.730945366,1.117017333
"McNealy, Maverick",0,0,14,0,0.091,0,54,50,0.3358864,0.4601346,-0.0493482,0.4028616,0.813648,1.095607778
"English, Harris",0,0,15,0,0.066,0.001,53,51,0.650321569,0.229890784,-0.014007843,0.279702745,0.495585686,1.083630189
"Scott, Adam",0,0,15,0,0.005,0,55,46,0.404402391,-0.121961087,0.361039565,0.47526087,0.714339348,1.068805818
"Soderberg, Sebastian",0,0,12,0,0.01,0,47,24,-0.657108333,-0.240884167,1.127728333,0.044272917,0.931117083,1.039369574
"Poston, J.T.",0,0,15,0,0.043,0,55,51,0.347447843,0.248164902,0.124441961,0.197126078,0.569732941,1.038233636
"Young, Cameron",United States,PGA,15,0,0.065,0.001,57,56,0.005690179,-0.135797857,0.528355,0.640482321,1.033039464,1.024490175
"Mitchell, Keith",0,0,15,0,0.023,0,53,49,-0.287232041,-0.087839796,0.701147551,0.821457755,1.43476551,1.002437736
"Lee, Min Woo",0,0,13,1,0.032,0,50,39,-0.022708718,0.097792564,-0.112978205,0.821522308,0.806336667,0.9958734
"Bhatia, Akshay",United States,PGA,17,1,1.001,0,57,54,0.325852963,-0.043598889,0.486956111,0.338621111,0.781978333,0.995164561
"Bradley, Keegan",0,0,14,0,0.191,0.001,49,47,-0.053830851,0.118213404,0.639841277,0.272371489,1.03042617,0.986399592
"Glover, Lucas",0,0,15,0,0.002,0,53,52,-0.228920385,0.314176346,0.773153846,0.173012885,1.260343077,0.96398
"Harman, Brian",0,0,16,0,0.978,0,59,58,0.490211207,0.192036207,0.296169655,0.011652414,0.499858276,0.960187966
"Bland, Richard",0,0,9,1,0.002,0,28,0,-9999,-9999,-9999,-9999,-9999,0.945463214
"Spieth, Jordan",United States,PGA,15,0,0.082,0,47,46,0.167398913,0.195935652,-0.080103043,0.685863478,0.801696087,0.932030638
"Reed, Patrick",0,0,11,0,0.008,0.001,36,8,0.44016625,0.9821775,0.33499125,-0.2323575,1.08481125,0.929164722
"Lowry, Shane",Ireland,PGA,13,1,0.313,0.009,51,44,-0.293497273,0.029424091,0.790586591,0.402159545,1.222170227,0.927427647
"Garcia, Sergio",0,0,10,0,0.381,0,30,2,0.440875,-0.722485,-0.515875,0.124755,-1.113605,0.896822333
"Van Rooyen, Erik",0,0,16,0,0.011,0,57,50,0.4128448,-0.1813758,0.4549674,0.2547016,0.5282932,0.885382105
"Hadwin, Adam",0,0,15,0,0.53,0,51,48,0.13168125,0.237256875,0.231910833,0.138901875,0.608069583,0.884388235
"Im, Sungjae",0,0,17,1,0.109,0,57,49,0.220350204,0.219165918,-0.070817959,0.558959184,0.707307143,0.868830877
"Kirk, Chris",0,0,14,1,0.349,0,47,44,-0.324955,0.178188182,0.471683409,0.4929,1.142771591,0.849061915
"Johnson, Dustin",United States,LIV,10,1,0.027,0,30,6,0.251981667,0.061193333,-0.617828333,-0.218128333,-0.774763333,0.828657667
"Hughes, Mackenzie",0,0,15,0,0.048,0,53,51,0.662782549,0.433317647,-0.15182,0.006427843,0.28792549,0.81598717
"Ancer, Abraham",0,0,9,1,0.003,0,28,0,-9999,-9999,-9999,-9999,-9999,0.811791071
"Koivun, Jackson",0,0,11,2,0,0,35,4,-0.989225,-0.0588875,-1.2002475,0.273355,-0.98578,0.803420286
"Zalatoris, Will",0,0,12,0,0.374,0.001,44,40,-0.2312375,0.05476875,0.60590925,0.34484775,1.00552575,0.801764091
"Eckroat, Austin",0,0,15,1,0.152,0.001,54,51,-0.007961961,-0.017916471,0.567421961,0.38490549,0.93441098,0.788782963
"Kitayama, Kurt",0,0,13,0,0.006,0,47,46,-0.320236957,0.047050435,0.551110435,0.574507609,1.172668478,0.780188511
"Griffin, Ben",0,0,19,0,0.326,0,62,50,0.6285108,0.2611784,0.1030866,-0.1423674,0.2218976,0.764908226
"Jaeger, Stephan",0,0,15,1,0.052,0,51,47,0.030335532,0.213935745,-0.030221915,0.510216596,0.693930426,0.737508627
"Moore, Taylor",0,0,15,0,0.016,0.002,55,53,0.100712642,0.268584151,0.06795717,0.334093396,0.670634717,0.733000727
"Meronk, Adrian",0,0,14,0,0.075,0,44,12,0.380299167,-0.369728333,-0.188546667,0.843935,0.28566,0.729160909
"Thompson, Davis",0,0,16,0,0.004,0,54,47,-0.02159617,0.210908936,0.441009787,0.095207234,0.747125957,0.721756667
